keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
Street,2022,224792,2022.89.1,"Untitled (Bed-Stuy, New York)",c. 1960s,gelatin silver print,"image: 22.8 × 15.6 cm (9 × 6 1/8 in.)
sheet: 25.1 × 20.3 cm (9 7/8 × 8 in.)
mount: 31.7 × 26.6 cm (12 1/2 × 10 1/2 in.)","on verso of mount, signed by artist, upper center in graphite: HERBERT RANDALL",,Herbert Randall,"Creative Artists Public Service Program. (sale, Swann Auction Galleries, New York, 10 February 2022, lot 143); (Deborah Bell Photographs, New York); NGA purchase, 2022.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/47651d2c-3802-4e27-bdc1-0da6e267f276/full/full/0/default.jpg,47651d2c-3802-4e27-bdc1-0da6e267f276,47651d2c-3802-4e27-bdc1-0da6e267f276
Scotland,2022,224469,2022.88.1,Williamina Blackett's Album,c. 1865,album of 22 albumen prints,overall: 33.5 × 27.3 × 1.5 cm (13 3/16 × 10 3/4 × 9/16 in.),"signed by attributed artist, frontispiece, center in black ink: Williamina Blackett / from G. Murray / 1865",,Attributed to Georgina Murray,"G. Murray, Scotland; Williamina Blackett, née Murray, (1845-1936). Estate of Charles Cloney (1919-1999), London; (probably sale, Christie’s, South Kensington, 2000 or 2001); (Hans Kraus, New York); NGA purchase, 2022.",Pepita Milmore Memorial Fund,Volume,,https://api.nga.gov/iiif/09f3d0e8-28d9-4518-8c41-5cafda4c3c20/full/full/0/default.jpg,09f3d0e8-28d9-4518-8c41-5cafda4c3c20,09f3d0e8-28d9-4518-8c41-5cafda4c3c20
Sisters,2022,224771,2022.87.1,The Brown Sisters,2021,gelatin silver print,"image: 19.7 × 24.5 cm (7 3/4 × 9 5/8 in.)
sheet: 20.3 × 25.1 cm (8 × 9 7/8 in.)","on verso, signed by artist, bottom right in graphite: Nicholas Nixon; bottom left: The Brown Sisters Jamaica Plain Mass 2021 38/50 p2021; by unknown hand, bottom right: NN.4924.Y",,Nicholas Nixon,"Nicholas Nixon, Brookline, MA; NGA purchase (through Fraenkel Gallery, San Francisco), 2022.",Randi and Bob Fisher Fund,Photograph,,https://api.nga.gov/iiif/f6705397-8ae2-43b9-822c-9755ace25131/full/full/0/default.jpg,f6705397-8ae2-43b9-822c-9755ace25131,f6705397-8ae2-43b9-822c-9755ace25131
French,2022,224426,2022.86.2,Adelina Patti,c. 1863,albumen print (carte-de-visite),"image/sheet: 9 × 5.7 cm (3 9/16 × 2 1/4 in.)
mount: 9.5 × 6.5 cm (3 3/4 × 2 9/16 in.)","on verso, by unknown hand, upper left in graphite: R. Patti; center printed in black ink: E. SILVIS EXIENS [in red ink] / PHOTOGRAPHED BY / C Silvy [in red ink] / 38 Porchester Terrace / BAYSWATER. W.; by unknown hand, bottom right in graphite: tR",,Camille Silvy,"Thomas Harris, New York; gift to NGA, 2022.",Gift of Thomas Harris in memory of Howard and Evelyne Daitz,Photograph,,https://api.nga.gov/iiif/cf50b4ac-be65-4efd-97af-062b2d49b1d3/full/full/0/default.jpg,cf50b4ac-be65-4efd-97af-062b2d49b1d3,cf50b4ac-be65-4efd-97af-062b2d49b1d3
Book,2022,224425,2022.86.1,"Learning is Wealth. Wilson, Charley, Rebecca & Rosa, Slaves from New  Orleans",1864,albumen print (carte-de-visite),"image/sheet: 8.3 × 5.3 cm (3 1/4 × 2 1/16 in.)
mount: 10.1 × 6 cm (4 × 2 3/8 in.)","lower center below image printed in black ink: LEARNING IS WEALTH. / WILSON, CHARLEY, REBECCA & ROSA, / Slaves from New Orleans.; on verso, upper center printed in black ink: No. 6; upper center and center: Entered according to the act of Congress in the year / 1864 by S. TACKABERRY, in the clerk’s office of / the U.S. for the Southern District of New York. / The nett [sic] proceeds from the sale of the pho- / tographs will be devoted to the education of col- / ored people in the department of the Gulf now / under the command of Maj. Gen. Banks.; center: CHAS. PAXSON, / PHOTOGRAPHER, / N. Y.; lower center: N. B. -- All orders must be addressed to H. N. / BENT, No. 1 Mercer Street, N. Y.",,Charles Paxson,"Thomas Harris, New York; gift to NGA, 2022.",Gift of Thomas Harris in memory of Shirlee A. Harris,Photograph,,https://api.nga.gov/iiif/a119dff1-3eb8-484b-957c-691964e61cea/full/full/0/default.jpg,a119dff1-3eb8-484b-957c-691964e61cea,a119dff1-3eb8-484b-957c-691964e61cea
Woman,2022,224726,2022.85.9,Texas,2012,inkjet print,"image: 55.9 × 38.1 cm (22 × 15 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/c1939b12-e6e6-46ff-9b11-10d52fb718ca/full/full/0/default.jpg,c1939b12-e6e6-46ff-9b11-10d52fb718ca,c1939b12-e6e6-46ff-9b11-10d52fb718ca
Woman,2022,224725,2022.85.8,Alaska,2010,inkjet print,"image: 55.6 × 37.2 cm (21 7/8 × 14 5/8 in.)
sheet: 60.4 × 43.2 cm (23 3/4 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/aa6a911b-12b4-4214-a4d9-0fba1eec9237/full/full/0/default.jpg,aa6a911b-12b4-4214-a4d9-0fba1eec9237,aa6a911b-12b4-4214-a4d9-0fba1eec9237
inkjet print,2022,224724,2022.85.7,California,2014,inkjet print,"image: 55.9 × 39.4 cm (22 × 15 1/2 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/0c674f17-e184-4342-9e21-8efab9fe9c47/full/full/0/default.jpg,0c674f17-e184-4342-9e21-8efab9fe9c47,0c674f17-e184-4342-9e21-8efab9fe9c47
inkjet print,2022,224723,2022.85.6,Indiana,2011,inkjet print,"image: 55.2 × 37.2 cm (21 3/4 × 14 5/8 in.)
sheet: 59.7 × 43.2 cm (23 1/2 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/0d0d4797-2e02-4a11-bca8-cff3c09979db/full/full/0/default.jpg,0d0d4797-2e02-4a11-bca8-cff3c09979db,0d0d4797-2e02-4a11-bca8-cff3c09979db
Texas,2022,224722,2022.85.5,Texas,2008,inkjet print,"image: 37.5 × 55.3 cm (14 3/4 × 21 3/4 in.)
sheet: 43.2 × 60.9 cm (17 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/0366fb11-b72a-4bfb-bb44-d5c7db11564e/full/full/0/default.jpg,0366fb11-b72a-4bfb-bb44-d5c7db11564e,0366fb11-b72a-4bfb-bb44-d5c7db11564e
inkjet print,2022,224721,2022.85.4,Virginia,2015,inkjet print,"image: 37.2 × 55.3 cm (14 5/8 × 21 3/4 in.)
sheet: 43.2 × 60.4 cm (17 × 23 3/4 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/a352ba70-6cf8-48d6-a5b3-a74b317a052c/full/full/0/default.jpg,a352ba70-6cf8-48d6-a5b3-a74b317a052c,a352ba70-6cf8-48d6-a5b3-a74b317a052c
Stool,2022,224720,2022.85.3,Wisconsin,2009,inkjet print,"image: 37.2 × 55.9 cm (14 5/8 × 22 in.)
sheet: 42.9 × 61 cm (16 7/8 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/90e9fc19-69a2-4678-b9ad-f7a64d079c2a/full/full/0/default.jpg,90e9fc19-69a2-4678-b9ad-f7a64d079c2a,90e9fc19-69a2-4678-b9ad-f7a64d079c2a
inkjet print,2022,224746,2022.85.28,Florida,2017,inkjet print,"image: 55.9 × 37.2 cm (22 × 14 5/8 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/4fb751e1-d5dc-44f9-a07c-3f7663d2854b/full/full/0/default.jpg,4fb751e1-d5dc-44f9-a07c-3f7663d2854b,4fb751e1-d5dc-44f9-a07c-3f7663d2854b
Texas,2022,224745,2022.85.27,Texas,2017,inkjet print,"image: 38.1 × 55 cm (15 × 21 5/8 in.)
sheet: 43.2 × 60.4 cm (17 × 23 3/4 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/febe9244-d91a-46de-beea-b9df8a1381d8/full/full/0/default.jpg,febe9244-d91a-46de-beea-b9df8a1381d8,febe9244-d91a-46de-beea-b9df8a1381d8
Woman,2022,224744,2022.85.26,California,2015,inkjet print,"image: 37.2 × 55.6 cm (14 5/8 × 21 7/8 in.)
sheet: 43.2 × 61 cm (17 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/24fb19e1-2821-447b-b60d-d47f3baff951/full/full/0/default.jpg,24fb19e1-2821-447b-b60d-d47f3baff951,24fb19e1-2821-447b-b60d-d47f3baff951
inkjet print,2022,224743,2022.85.25,California,2015,inkjet print,"image: 37.2 × 55 cm (14 5/8 × 21 5/8 in.)
sheet: 43.2 × 60 cm (17 × 23 5/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/4ab4a44f-8874-4c83-88dc-eca4080eb04c/full/full/0/default.jpg,4ab4a44f-8874-4c83-88dc-eca4080eb04c,4ab4a44f-8874-4c83-88dc-eca4080eb04c
inkjet print,2022,224742,2022.85.24,California,2016,inkjet print,"image: 37.2 × 55.3 cm (14 5/8 × 21 3/4 in.)
sheet: 43.2 × 60.7 cm (17 × 23 7/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/0648f750-e542-4442-9ac6-7da543b2d188/full/full/0/default.jpg,0648f750-e542-4442-9ac6-7da543b2d188,0648f750-e542-4442-9ac6-7da543b2d188
Florida,2022,224741,2022.85.23,Florida,2016,inkjet print,"image: 37.4 × 55.9 cm (14 3/4 × 22 in.)
sheet: 43.2 × 61 cm (17 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/efef8378-f6c3-4235-9483-a91ac1bcfe81/full/full/0/default.jpg,efef8378-f6c3-4235-9483-a91ac1bcfe81,efef8378-f6c3-4235-9483-a91ac1bcfe81
inkjet print,2022,224740,2022.85.22,Oklahoma,2014,inkjet print,"image: 36.5 × 55.2 cm (14 3/8 × 21 3/4 in.)
sheet: 43.2 × 60.3 cm (17 × 23 3/4 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/50bd27f6-c22b-4c50-9d22-73dc4cec1207/full/full/0/default.jpg,50bd27f6-c22b-4c50-9d22-73dc4cec1207,50bd27f6-c22b-4c50-9d22-73dc4cec1207
Woman,2022,224739,2022.85.21,Colorado,2010,inkjet print,"image: 55.5 × 37.4 cm (21 7/8 × 14 3/4 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/9786fa6a-78fb-4ea2-9dcc-58e54bfe4f00/full/full/0/default.jpg,9786fa6a-78fb-4ea2-9dcc-58e54bfe4f00,9786fa6a-78fb-4ea2-9dcc-58e54bfe4f00
inkjet print,2022,224738,2022.85.20,Idaho,2010,inkjet print,"image: 38.1 × 55 cm (15 × 21 5/8 in.)
sheet: 43.2 × 59.7 cm (17 × 23 1/2 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/2af2a522-f8f9-4a5e-808d-740ea31eb64b/full/full/0/default.jpg,2af2a522-f8f9-4a5e-808d-740ea31eb64b,2af2a522-f8f9-4a5e-808d-740ea31eb64b
inkjet print,2022,224719,2022.85.2,Indiana,2011,inkjet print,"image: 37.2 × 55.9 cm (14 5/8 × 22 in.)
sheet: 43.2 × 61.3 cm (17 × 24 1/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/067d7650-ca4a-476f-a5aa-599e6c1533ee/full/full/0/default.jpg,067d7650-ca4a-476f-a5aa-599e6c1533ee,067d7650-ca4a-476f-a5aa-599e6c1533ee
Puerto Rico,2022,224737,2022.85.19,Puerto Rico,2019,inkjet print,"image: 38.4 × 55.2 cm (15 1/8 × 21 3/4 in.)
sheet: 43.2 × 60.3 cm (17 × 23 3/4 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/221ff2fe-855d-429c-bd35-2ec23bb5b139/full/full/0/default.jpg,221ff2fe-855d-429c-bd35-2ec23bb5b139,221ff2fe-855d-429c-bd35-2ec23bb5b139
inkjet print,2022,224736,2022.85.18,Hawaii,2009,inkjet print,"image: 37.2 × 55.9 cm (14 5/8 × 22 in.)
sheet: 43.2 × 61 cm (17 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/424a3d7b-0426-44e1-9915-1b8253072d91/full/full/0/default.jpg,424a3d7b-0426-44e1-9915-1b8253072d91,424a3d7b-0426-44e1-9915-1b8253072d91
inkjet print,2022,224735,2022.85.17,California,2015,inkjet print,"image: 37.1 × 55.9 cm (14 5/8 × 22 in.)
sheet: 43.2 × 61 cm (17 × 24 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/3bfd1643-fd04-45f5-ade9-33c65eb46b0b/full/full/0/default.jpg,3bfd1643-fd04-45f5-ade9-33c65eb46b0b,3bfd1643-fd04-45f5-ade9-33c65eb46b0b
inkjet print,2022,224734,2022.85.16,Alabama,2018,inkjet print,"image: 37.5 × 55.2 cm (14 3/4 × 21 3/4 in.)
sheet: 43.2 × 60 cm (17 × 23 5/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/cfa2c1b8-7a5a-41b4-955b-4a6379a267e7/full/full/0/default.jpg,cfa2c1b8-7a5a-41b4-955b-4a6379a267e7,cfa2c1b8-7a5a-41b4-955b-4a6379a267e7
inkjet print,2022,224732,2022.85.15,Alabama,2015,inkjet print,"image: 37.4 × 55.9 cm (14 3/4 × 22 in.)
sheet: 43.2 × 61.9 cm (17 × 24 3/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/54472fcc-03a7-4851-b267-42b542aff28f/full/full/0/default.jpg,54472fcc-03a7-4851-b267-42b542aff28f,54472fcc-03a7-4851-b267-42b542aff28f
inkjet print,2022,224731,2022.85.14,Wisconsin,2009,inkjet print,"image: 55.9 × 37.2 cm (22 × 14 5/8 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/da5f7b37-cdfa-475d-8d21-7c7a29642b68/full/full/0/default.jpg,da5f7b37-cdfa-475d-8d21-7c7a29642b68,da5f7b37-cdfa-475d-8d21-7c7a29642b68
inkjet print,2022,224730,2022.85.13,Nevada,2010,inkjet print,"image: 55.6 × 37.2 cm (21 7/8 × 14 5/8 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/959e5c8e-b5ed-4f4f-bcdb-6abfcc77494a/full/full/0/default.jpg,959e5c8e-b5ed-4f4f-bcdb-6abfcc77494a,959e5c8e-b5ed-4f4f-bcdb-6abfcc77494a
Chair,2022,224729,2022.85.12,Alabama,2015,inkjet print,"image: 55.9 × 37.2 cm (22 × 14 5/8 in.)
sheet: 61 × 43.2 cm (24 × 17 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/16042e17-a2b5-45c1-b345-4d4d9910ada9/full/full/0/default.jpg,16042e17-a2b5-45c1-b345-4d4d9910ada9,16042e17-a2b5-45c1-b345-4d4d9910ada9
inkjet print,2022,224728,2022.85.11,Hawaii,2009,inkjet print,"image: 38.1 × 54.6 cm (15 × 21 1/2 in.)
sheet: 43.2 × 60 cm (17 × 23 5/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/2e691a0e-7904-4fb5-8efe-bf009858d50e/full/full/0/default.jpg,2e691a0e-7904-4fb5-8efe-bf009858d50e,2e691a0e-7904-4fb5-8efe-bf009858d50e
Woman,2022,224727,2022.85.10,Hawaii,2009,inkjet print,"image: 55.9 × 42.9 cm (22 × 16 7/8 in.)
sheet: 61 × 42.9 cm (24 × 16 7/8 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/1cb325d8-d9da-4a8c-b015-0dd8973ea2ce/full/full/0/default.jpg,1cb325d8-d9da-4a8c-b015-0dd8973ea2ce,1cb325d8-d9da-4a8c-b015-0dd8973ea2ce
Colorado,2022,224718,2022.85.1,Colorado,2010,inkjet print,"image: 37.5 × 55.2 cm (14 3/4 × 21 3/4 in.)
sheet: 43.2 × 60.3 cm (17 × 23 3/4 in.)","signed by artist, lower right below image in black ink: Richard Ross",,Richard Ross,"(Richard Ross, Santa Barbara, CA); Brook and Pam Smith, Louisville, KY; gift to NGA, 2022.",Gift of Brook and Pam Smith,Photograph,,https://api.nga.gov/iiif/39b367f3-5458-48df-b645-4743b8336d40/full/full/0/default.jpg,39b367f3-5458-48df-b645-4743b8336d40,39b367f3-5458-48df-b645-4743b8336d40
Florentine,2022,75793,2022.84.1,Grotesque Head of an Old Woman,1489/1490,pen and brown ink on laid paper; laid down,overall: 6.4 x 5.1 cm (2 1/2 x 2 in.),,,Leonardo da Vinci,"Thomas Howard, Earl of Arundel [1586-1646]; Nicolaes Anthoni Flinck [1646-1723] (Lugt 959), Rotterdam; William Cavendish, 2nd Duke of Devonshire [1672-1739]; then by descent, Chatsworth (inv. no. 820b) (sale, London, Christie's, 3 July 1984, lot 23); purchased by Ian Woodner, New York; by inheritance to his daughters, Andrea and Dian Woodner, New York, 1990.",Gift of Dian Woodner,Drawing,,https://api.nga.gov/iiif/3f2a04f0-f1df-4ea1-82a9-8a46dcf94c28/full/full/0/default.jpg,3f2a04f0-f1df-4ea1-82a9-8a46dcf94c28,3f2a04f0-f1df-4ea1-82a9-8a46dcf94c28
